Time (ms),-200 pA,-150 pA,-100 pA,-50 pA,0 pA
1207.5,-47.9125976563,-46.9970703125,-48.2177734375,-40.5883789063,-48.828125
1207.5999755859,-47.607421875,-46.6918945313,-49.4384765625,-39.6728515625,-50.9643554688
1207.6999511719,-47.607421875,-47.607421875,-48.5229492188,-41.1987304688,-48.5229492188
1207.8000488281,-47.3022460938,-47.9125976563,-49.1333007813,-39.6728515625,-49.4384765625
1207.9000244141,-46.6918945313,-47.9125976563,-48.5229492188,-39.6728515625,-48.5229492188
1208,-47.9125976563,-46.38671875,-48.828125,-41.50390625,-49.4384765625
1208.0999755859,-47.9125976563,-46.9970703125,-48.828125,-39.0625,-50.048828125
1208.1999511719,-47.607421875,-46.9970703125,-48.2177734375,-39.0625,-49.1333007813
1208.3000488281,-47.3022460938,-46.6918945313,-48.2177734375,-40.5883789063,-49.1333007813
1208.4000244141,-47.3022460938,-46.6918945313,-48.828125,-40.8935546875,-47.3022460938
1208.5,-47.607421875,-46.38671875,-48.828125,-39.9780273438,-49.1333007813
1208.5999755859,-47.3022460938,-47.3022460938,-48.2177734375,-39.9780273438,-48.828125
1208.6999511719,-47.607421875,-47.9125976563,-48.828125,-40.5883789063,-50.3540039063
1208.8000488281,-48.5229492188,-48.2177734375,-49.1333007813,-39.9780273438,-48.828125
1208.9000244141,-47.3022460938,-47.3022460938,-48.2177734375,-40.5883789063,-48.2177734375
1209,-46.9970703125,-46.38671875,-48.828125,-39.9780273438,-50.048828125
1209.0999755859,-46.38671875,-46.38671875,-49.1333007813,-40.283203125,-49.4384765625
1209.1999511719,-48.5229492188,-46.0815429688,-48.828125,-40.283203125,-49.1333007813
1209.3000488281,-46.9970703125,-46.38671875,-50.048828125,-40.283203125,-49.4384765625
1209.4000244141,-46.9970703125,-47.9125976563,-49.4384765625,-40.8935546875,-47.9125976563
1209.5,-46.9970703125,-46.9970703125,-49.7436523438,-40.283203125,-49.1333007813
1209.5999755859,-47.3022460938,-46.9970703125,-48.5229492188,-39.9780273438,-49.1333007813
1209.6999511719,-48.5229492188,-46.6918945313,-48.5229492188,-39.9780273438,-48.5229492188
1209.8000488281,-46.9970703125,-45.7763671875,-47.9125976563,-40.8935546875,-48.5229492188
1209.9000244141,-46.9970703125,-45.7763671875,-48.2177734375,-39.9780273438,-48.5229492188
1210,-46.9970703125,-47.3022460938,-50.048828125,-39.3676757813,-50.048828125
1210.0999755859,-47.9125976563,-47.3022460938,-49.4384765625,-39.9780273438,-49.7436523438
1210.1999511719,-47.3022460938,-45.4711914063,-49.4384765625,-39.0625,-50.048828125
1210.3000488281,-46.0815429688,-46.38671875,-48.828125,-39.6728515625,-48.828125
1210.4000244141,-48.5229492188,-46.0815429688,-48.828125,-39.6728515625,-49.1333007813
1210.5,-47.3022460938,-46.6918945313,-48.828125,-38.7573242188,-48.2177734375
1210.5999755859,-47.3022460938,-45.4711914063,-50.048828125,-39.9780273438,-48.828125
1210.6999511719,-46.6918945313,-45.7763671875,-50.3540039063,-40.5883789063,-48.828125
1210.8000488281,-47.9125976563,-46.0815429688,-48.5229492188,-40.5883789063,-48.828125
1210.9000244141,-47.9125976563,-46.38671875,-48.828125,-38.7573242188,-48.828125
1211,-46.38671875,-46.38671875,-48.828125,-39.6728515625,-48.828125
